"","sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"167","Mees",22,"16-24","Ei","Kesk","Kesk","Ei","Hoivatud","Rahuldav","Kesk","Keskmine",348.3776,"Uldse mitte",249.0386,229.7276,NA
"168","Naine",23,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel maaral",299.2695,255.9086,292.0536
"169","Mees",26,"25-49","Ei","Korg","Korg","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",1539.198,"Moningal maaral",318.425,332.4839,323.9226
"170","Naine",45,"25-49","Jah","Kesk","Korg","Jah","Mitteaktiivne","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",324.2537,293.5735,284.477
"171","Naine",23,"16-24","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Pohi","Madal",341.7985,"Suurel maaral",273.418,281.0084,278.164
"172","Naine",21,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel maaral",320.4658,294.378,294.9311
"173","Mees",28,"25-49","Jah","Pohi",NA,"Jah","Hoivatud","Hea","Pohi","Madal",223.3743,"Moningal maaral",174.5565,237.1743,228.6822
"174","Naine",33,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",334.0742,300.8087,330.9825
"175","Naine",42,"25-49","Jah",NA,"Korg","Ei","Hoivatud","Rahuldav","Kesk","Keskmine",476.6667,"Suurel maaral",266.4426,219.7285,NA
"176","Naine",47,"25-49","Jah","Pohi","Kesk","Ei","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",635,"Moningal maaral",257.2244,243.4491,243.5045
"177","Mees",33,"25-49","Jah","Korg",NA,"Jah","Hoivatud","Hea","Akadeemiline korg","Korge",800,"Vaga suurel maaral",345.1142,345.5298,331.1437
"178","Naine",31,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Halb","Kesk","Keskmine",370,"Moningal maaral",219.8262,178.6113,NA
"179","Naine",23,"16-24","Ei","Kesk","Kesk","Ei","Hoivatud","Hea","Pohi","Madal",552.3303,"Vaga suurel maaral",232.3105,217.6281,235.3582
"180","Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Vaga hea","Pohi","Madal",NA,"Moningal maaral",300.1041,277.8475,304.3982
"181","Naine",49,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",486.5391,"Suurel maaral",287.9937,302.7422,283.8491
"182","Naine",33,"25-49","Jah","Kesk","Korg","Jah","Hoivatud","Hea","Kesk","Keskmine",354.9567,"Moningal maaral",259.2184,247.1096,NA
"183","Naine",27,"25-49","Ei","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Suurel maaral",284.7236,280.4734,295.5975
"184","Mees",48,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",1000,"Moningal maaral",232.0579,243.9683,212.6137
"185","Naine",22,"16-24","Ei","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",644.4749,"Suurel maaral",317.5785,308.9908,284.3471
"186","Mees",36,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",NA,"Suurel maaral",233.9836,275.7383,248.5943
"187","Mees",20,"16-24","Ei","Korg","Korg","Jah","Mitteaktiivne","Vaga hea","Kesk","Keskmine",NA,"Moningal maaral",367.3589,366.533,367.4751
"188","Mees",28,"25-49","Ei","Kesk","Kesk","Ei","Hoivatud","Vaga hea","Rakenduskorg","Korge",969.4466,"Suurel maaral",245.9284,238.0501,213.7979
"189","Mees",57,"50+","Ei","Kesk","Kesk",NA,"Hoivatud","Suureparane","Akadeemiline korg","Korge",NA,"Suurel maaral",294.7306,302.9555,297.8086
"190","Naine",49,"25-49","Jah","Kesk","Pohi",NA,"Hoivatud","Hea","Akadeemiline korg","Korge",633.9114,"Moningal maaral",274.5224,272.0023,269.8285
"191","Naine",34,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1091.818,"Vaga suurel maaral",315.862,266.3312,274.9748
"192","Naine",17,"16-24","Ei","Korg","Kesk","Ei","Mitteaktiivne","Hea","Pohi","Madal",NA,"Suurel maaral",289.3488,266.0871,307.4417
"193","Mees",44,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",354.9567,"Moningal maaral",116.5321,149.3498,NA
"194","Naine",46,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",650,"Suurel maaral",311.2613,320.1083,302.0959
"195","Mees",21,"16-24","Ei","Korg","Korg","Ei","Hoivatud","Hea","Kesk","Keskmine",1083.333,"Moningal maaral",357.3657,335.1071,340.9944
"196","Mees",45,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",947.0776,"Vaga suurel maaral",322.9705,331.9321,293.4968
"197","Naine",43,"25-49","Ei","Pohi","Kesk",NA,"Tootu","Vaga hea","Kesk","Keskmine",NA,"Moningal maaral",176.976,187.9114,196.1432
"198","Mees",29,"25-49","Ei","Kesk","Kesk","Ei","Hoivatud","Hea","Pohi","Madal",420.7479,"Suurel maaral",286.815,327.9507,320.17
"199","Mees",21,"16-24","Ei","Korg","Kesk",NA,"Hoivatud","Suureparane","Kesk","Keskmine",147,"Suurel maaral",337.4268,345.5016,388.0199
"200","Naine",37,"25-49","Jah","Korg","Kesk","Ei","Hoivatud","Hea","Kesk","Keskmine",520,"Suurel maaral",314.7396,310.279,315.9792
"201","Naine",27,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Hea","Pohi","Madal",380,"Vaga suurel maaral",309.7263,262.6378,NA
"202","Naine",46,"25-49","Jah","Pohi","Pohi","Ei","Tootu","Rahuldav","Rakenduskorg","Korge",NA,"Suurel maaral",316.5468,277.3032,250.3034
"203","Naine",46,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",289.1655,"Moningal maaral",205.3136,251.4521,192.1069
"204","Mees",51,"50+","Jah","Korg","Korg",NA,"Mitteaktiivne","Halb","Rakenduskorg","Korge",NA,"Moningal maaral",253.6505,283.6708,239.7467
"205","Naine",22,"16-24","Jah","Kesk","Kesk","Ei","Hoivatud","Vaga hea","Kesk-jargne kutse","Keskmine",552.3303,"Vaga suurel maaral",277.1117,235.1398,317.6054
"206","Mees",62,"50+","Jah","Pohi","Kesk","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",301.1646,312.3002,248.5925
"207","Mees",17,"16-24","Ei","Kesk","Kesk","Ei","Tootu","Suureparane","Pohi","Madal",NA,"Moningal maaral",234.8349,241.0435,236.9608
"208","Naine",65,"50+","Ei","Pohi","Pohi",NA,"Mitteaktiivne","Halb","Kesk","Keskmine",NA,NA,260.3578,249.3407,NA
"209","Mees",61,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",269.8618,259.3552,NA
"210","Naine",19,"16-24","Ei","Kesk","Kesk","Ei","Tootu","Hea","Kesk","Keskmine",NA,"Vaga suurel maaral",279.5269,224.1291,302.7162
"211","Naine",39,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",NA,"Moningal maaral",281.4711,319.103,275.8872
"212","Mees",35,"25-49","Ei","Kesk","Kesk",NA,"Hoivatud","Hea","Akadeemiline korg","Korge",2591.858,"Moningal maaral",304.6994,286.7656,338.9006
"213","Naine",37,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Suureparane","Pohi","Madal",644.4749,"Moningal maaral",234.3234,231.3971,241.5542
"214","Naine",58,"50+","Jah","Pohi","Korg","Ei","Hoivatud","Halb","Kesk","Keskmine",201.0053,"Moningal maaral",270.2321,308.9688,263.6225
"215","Naine",62,"50+","Jah","Pohi","Kesk","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",390.4839,"Moningal maaral",314.4258,339.2654,304.447
"216","Mees",45,"25-49","Ei","Pohi","Pohi","Ei","Hoivatud","Rahuldav","Kesk","Keskmine",277.3231,"Uldse mitte",282.7481,320.7838,NA
"217","Naine",50,"50+","Jah","Pohi","Pohi",NA,"Hoivatud","Rahuldav","Kesk","Keskmine",644.4749,"Moningal maaral",271.1876,246.3676,NA
"218","Naine",45,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",277.3333,"Moningal maaral",287.3629,287.6254,288.2345
"219","Naine",56,"50+","Jah","Pohi","Kesk","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Vaga vahe",220.4275,180.8979,NA
"220","Mees",26,"25-49","Ei","Kesk","Kesk","Ei","Hoivatud","Hea","Akadeemiline korg","Korge",1276.034,"Vaga suurel maaral",320.4799,312.6925,323.2309
"221","Mees",52,"50+","Jah","Pohi","Korg","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",672,"Moningal maaral",327.5775,325.6814,282.9727
"222","Naine",32,"25-49","Ei","Kesk",NA,"Ei","Hoivatud","Hea","Pohi","Madal",519.4347,"Moningal maaral",253.5159,233.9842,250.6683
"223","Mees",53,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",3293.333,"Vaga suurel maaral",252.2408,250.1517,255.5387
"224","Mees",25,"25-49","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Moningal maaral",233.9898,241.4834,253.8289
"225","Naine",23,"16-24","Ei","Korg","Pohi","Ei","Mitteaktiivne","Vaga hea","Kesk-jargne kutse","Keskmine",NA,"Suurel maaral",266.1536,284.4338,271.1613
"226","Naine",60,"50+","Jah","Pohi",NA,NA,"Hoivatud","Rahuldav","Kesk","Keskmine",381.2732,"Vaga vahe",270.8254,214.2585,NA
"227","Naine",57,"50+","Jah","Korg","Kesk",NA,"Tootu","Rahuldav","Rakenduskorg","Korge",NA,"Moningal maaral",277.9185,272.3917,NA
"228","Naine",60,"50+","Jah","Pohi","Kesk","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",NA,"Suurel maaral",281.6261,284.3132,258.285
"229","Naine",49,"25-49","Jah","Korg","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",420.7479,"Moningal maaral",322.0832,286.2767,NA
"230","Mees",48,"25-49","Jah","Pohi","Pohi","Jah","Tootu","Rahuldav","Kesk","Keskmine",NA,"Suurel maaral",243.6304,254.8153,NA
"231","Naine",16,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Pohi","Madal",NA,"Vaga suurel maaral",317.2669,273.4561,312.2018
"232","Mees",23,"16-24","Ei","Kesk","Kesk","Ei","Hoivatud","Rahuldav","Kesk","Keskmine",872.551,"Moningal maaral",304.4061,327.8736,325.1423
"233","Naine",47,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Pohi","Madal",346.6667,"Moningal maaral",299.3228,275.0281,NA
"234","Naine",60,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Halb","Kesk","Keskmine",280,"Moningal maaral",221.3632,205.2522,NA
"235","Naine",50,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",950,"Moningal maaral",344.4693,338.7051,295.5356
"236","Mees",57,"50+","Jah","Pohi","Kesk",NA,"Hoivatud","Hea","Kesk","Keskmine",NA,"Moningal maaral",269.7723,289.8834,263.947
"237","Mees",19,"16-24","Ei","Kesk","Kesk","Ei","Hoivatud","Suureparane","Kesk-jargne kutse","Keskmine",1276.034,"Moningal maaral",298.2823,305.4538,318.3515
"238","Naine",51,"50+","Jah","Pohi","Pohi","Ei","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",700,"Vaga vahe",240.3803,233.0723,NA
"239","Naine",61,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Vaga suurel maaral",278.234,265.4995,205.3676
"240","Naine",37,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1350,"Suurel maaral",332.2469,294.3124,293.1802
"241","Naine",39,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Rakenduskorg","Korge",NA,"Moningal maaral",271.4556,275.0606,257.275
"242","Mees",32,"25-49","Jah","Korg","Kesk",NA,"Hoivatud","Hea","Kesk","Keskmine",NA,"Vaga suurel maaral",306.0698,330.0173,276.1293
"243","Mees",43,"25-49","Jah","Korg",NA,"Jah","Hoivatud","Rahuldav","Kesk","Keskmine",2241.008,"Moningal maaral",249.3676,286.3446,246.2307
"244","Mees",55,"50+","Jah","Kesk","Korg","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",2328.693,"Moningal maaral",277.3001,286.1571,NA
"245","Naine",28,"25-49","Ei","Kesk","Korg",NA,"Hoivatud","Suureparane","Akadeemiline korg","Korge",1604.99,"Moningal maaral",334.3357,330.2065,310.6151
"246","Naine",61,"50+","Jah","Kesk","Kesk","Ei","Hoivatud","Rahuldav","Akadeemiline korg","Korge",749.7039,"Vaga suurel maaral",240.7313,242.9834,208.3654
"247","Mees",60,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",749.7039,"Moningal maaral",290.3455,281.8844,NA
"248","Naine",20,"16-24","Jah","Korg",NA,"Jah","Hoivatud","Rahuldav","Pohi","Madal",387.8293,"Moningal maaral",277.5202,255.6992,276.9921
"249","Mees",61,"50+","Jah","Pohi","Pohi",NA,"Hoivatud","Hea","Kesk","Keskmine",881.2864,"Moningal maaral",235.5813,268.6978,NA
"250","Mees",25,"25-49","Jah","Korg","Korg","Ei","Tootu","Rahuldav","Kesk","Keskmine",NA,"Vaga suurel maaral",226.9259,265.313,241.94
"251","Naine",35,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",683.9127,"Suurel maaral",275.5805,310.2944,273.2036
"252","Mees",28,"25-49","Ei","Korg","Korg","Ei","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",NA,"Moningal maaral",235.1035,270.9942,271.4554
"253","Naine",63,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",749.7039,"Moningal maaral",265.7479,276.8935,NA
"254","Mees",49,"25-49","Jah","Kesk","Pohi",NA,"Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",NA,"Moningal maaral",224.5154,236.0315,NA
"255","Naine",18,"16-24","Ei","Korg","Kesk","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Suurel maaral",205.5707,171.6874,210.6808
"256","Mees",26,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Rahuldav","Pohi","Madal",523.5306,"Vaga suurel maaral",254.4082,260.7395,244.728
"257","Naine",64,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel maaral",210.6295,177.9256,NA
"258","Naine",38,"25-49","Jah","Pohi","Pohi","Jah","Tootu","Hea","Rakenduskorg","Korge",NA,"Suurel maaral",324.1066,283.2394,303.7774
"259","Mees",64,"50+","Ei","Korg","Korg",NA,"Mitteaktiivne","Rahuldav","Kesk-jargne kutse","Keskmine",NA,"Uldse mitte",152.7271,185.1859,NA
"260","Naine",54,"50+","Jah","Kesk","Kesk",NA,"Hoivatud","Vaga hea","Akadeemiline korg","Korge",670,"Vaga suurel maaral",385.3229,328.912,NA
"261","Naine",16,"16-24","Ei","Korg","Kesk","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Moningal maaral",270.2455,257.3108,258.1284
"262","Naine",51,"50+","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Vaga vahe",266.9422,285.3407,NA
"263","Mees",53,"50+","Jah","Pohi",NA,"Jah","Tootu","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",281.5629,291.3462,317.4359
"264","Naine",39,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",235.8059,277.6065,245.9034
"265","Naine",45,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",683.9127,"Suurel maaral",244.6596,254.9253,217.4738
"266","Naine",40,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",618.1215,"Moningal maaral",262.6159,221.4668,NA
"267","Mees",34,"25-49","Jah","Korg","Kesk",NA,"Hoivatud","Rahuldav","Akadeemiline korg","Korge",518,"Suurel maaral",210.6109,249.186,256.4708
"268","Naine",62,"50+","Jah","Pohi","Kesk","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",1078.66,"Moningal maaral",263.2052,293.3948,246.3854
"269","Mees",26,"25-49","Jah",NA,"Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",1802.363,"Suurel maaral",186.8321,200.8098,235.6959
"270","Naine",25,"25-49","Ei","Kesk",NA,"Ei","Hoivatud","Hea","Kesk","Keskmine",947.0776,"Suurel maaral",240.1106,232.7193,260.3186
"271","Mees",54,"50+","Jah","Kesk","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",2591.858,"Suurel maaral",230.5795,239.3529,NA
"272","Naine",23,"16-24","Jah","Kesk","Korg","Jah","Hoivatud","Suureparane","Pohi","Madal",NA,"Suurel maaral",170.9376,175.087,190.0564
"273","Naine",39,"25-49","Jah","Kesk",NA,"Jah","Mitteaktiivne","Suureparane","Pohi","Madal",NA,"Vaga suurel maaral",225.106,190.2936,NA
"274","Naine",32,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",NA,"Suurel maaral",312.3814,266.0421,296.2117
"275","Naine",42,"25-49","Jah",NA,NA,"Jah","Hoivatud","Rahuldav","Pohi","Madal",520,"Vaga vahe",258.3982,225.2964,247.2787
"276","Naine",51,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",NA,"Suurel maaral",301.0372,312.2393,NA
"277","Naine",44,"25-49","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Suureparane","Akadeemiline korg","Korge",NA,"Suurel maaral",236.093,205.4696,214.8562
"278","Naine",17,"16-24","Ei","Kesk","Pohi","Ei","Tootu","Vaga hea","Pohi","Madal",NA,"Suurel maaral",249.0834,240.4769,234.6671
"279","Mees",51,"50+","Jah","Kesk","Korg","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",815,"Suurel maaral",261.0032,257.9348,228.56
"280","Naine",32,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Pohi","Madal",NA,"Moningal maaral",201.136,214.6001,NA
"281","Mees",31,"25-49","Ei","Korg","Kesk","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Suurel maaral",246.9089,263.0671,246.8435
"282","Naine",52,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Hea","Pohi","Madal",NA,"Moningal maaral",236.2435,214.1886,NA
"283","Naine",49,"25-49","Ei","Pohi","Pohi",NA,"Hoivatud","Hea","Rakenduskorg","Korge",270,"Suurel maaral",306.8694,307.63,NA
"284","Mees",60,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Vaga vahe",213.3073,196.6953,NA
"285","Mees",30,"25-49","Ei","Korg","Korg","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",2065.528,"Suurel maaral",337.4304,364.4791,333.0417
"286","Naine",27,"25-49","Jah","Korg","Korg","Jah","Mitteaktiivne","Vaga hea","Kesk","Keskmine",NA,"Suurel maaral",310.3356,293.2816,304.2306
"287","Naine",24,"16-24","Ei","Kesk","Pohi","Ei","Hoivatud","Hea","Kesk","Keskmine",600,"Moningal maaral",328.8921,293.1032,NA
"288","Mees",64,"50+","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Rahuldav","Akadeemiline korg","Korge",NA,"Moningal maaral",260.2511,310.5876,254.039
"289","Mees",28,"25-49","Ei","Korg","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",327.8267,325.8375,348.8423
"290","Mees",56,"50+","Jah","Kesk","Pohi","Ei","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Moningal maaral",205.8687,208.1763,NA
"291","Mees",35,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Suureparane","Akadeemiline korg","Korge",470,"Suurel maaral",272.9519,263.6059,255.5758
"292","Naine",50,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Moningal maaral",272.8553,270.2548,NA
"293","Naine",61,"50+","Ei","Pohi","Pohi",NA,"Hoivatud","Hea","Kesk","Keskmine",485.2233,"Suurel maaral",274.3878,253.8206,NA
"294","Mees",16,"16-24","Ei","Korg","Kesk","Ei","Mitteaktiivne","Hea","Pohi","Madal",NA,"Suurel maaral",298.8503,255.5947,270.6002
"295","Naine",19,"16-24","Ei","Pohi","Pohi","Ei","Mitteaktiivne","Vaga hea","Pohi","Madal",NA,"Moningal maaral",291.5941,230.2561,282.9148
"296","Naine",51,"50+","Jah","Pohi","Pohi","Ei","Hoivatud","Hea","Kesk","Keskmine",552.3303,"Suurel maaral",310.2639,313.0861,294.2739
"297","Naine",31,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",1300,"Moningal maaral",357.7123,364.3879,356.0504
"298","Naine",36,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",1500,"Suurel maaral",291.1005,290.5879,280.5844
"299","Mees",30,"25-49","Ei","Pohi","Pohi","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Vaga suurel maaral",294.3492,282.4687,283.6952
"300","Naine",27,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Hea","Kesk","Keskmine",552.3303,"Suurel maaral",273.3119,298.8418,304.8618
"301","Naine",60,"50+","Jah","Pohi","Kesk",NA,"Hoivatud","Rahuldav","Rakenduskorg","Korge",697.071,"Moningal maaral",237.3564,265.6917,241.5703
"302","Mees",45,"25-49","Ei","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",1407.616,"Vaga suurel maaral",345.2043,371.5716,331.1934
"303","Naine",40,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Rahuldav","Pohi","Madal",212.8477,"Uldse mitte",234.3633,246.6091,241.3176
"304","Naine",34,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Vaga hea","Akadeemiline korg","Korge",800,"Suurel maaral",228.8998,221.2467,194.3052
"305","Mees",62,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Halb","Pohi","Madal",289.1655,"Moningal maaral",244.5741,234.5421,NA
"306","Naine",59,"50+","Jah",NA,"Pohi",NA,"Hoivatud","Rahuldav","Rakenduskorg","Korge",NA,"Moningal maaral",284.3055,302.0543,NA
"307","Naine",37,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",1000,"Vaga suurel maaral",373.5286,354.1349,378.8382
"308","Naine",47,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",351.7523,327.9381,NA
"309","Naine",57,"50+","Ei","Korg","Korg","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",289.1655,"Suurel maaral",268.2418,231.0309,246.6845
"310","Mees",40,"25-49","Ei","Korg","Korg","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",NA,"Vaga suurel maaral",272.5755,305.843,347.0808
"311","Mees",16,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Pohi","Madal",NA,"Suurel maaral",327.1389,302.3877,311.2166
"312","Mees",53,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",NA,"Moningal maaral",320.7103,307.4888,NA
"313","Naine",29,"25-49","Jah",NA,"Korg","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Moningal maaral",243.2339,178.3064,NA
"314","Mees",58,"50+","Jah","Pohi",NA,"Jah","Mitteaktiivne","Halb","Pohi","Madal",NA,"Moningal maaral",198.4395,228.8093,NA
"315","Naine",42,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Pohi","Madal",315.482,"Suurel maaral",239.9339,216.3614,NA
"316","Naine",36,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Moningal maaral",254.8386,262.7315,236.2081
"317","Naine",22,"16-24","Ei","Korg","Kesk","Ei","Mitteaktiivne","Vaga hea","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",333.5729,352.0692,304.8318
"318","Naine",45,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",400,"Suurel maaral",285.0632,328.3865,271.5927
"319","Naine",40,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Suureparane","Kesk","Keskmine",815.4951,"Suurel maaral",211.6177,190.9977,NA
"320","Mees",23,"16-24","Ei","Kesk","Pohi","Jah","Hoivatud","Hea","Pohi","Madal",1276.034,"Suurel maaral",295.9601,316.5969,302.9455
"321","Naine",52,"50+","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",618.1215,"Moningal maaral",241.7563,258.7375,214.2272
"322","Naine",54,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",NA,"Suurel maaral",241.456,252.8293,215.037
"323","Mees",18,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Vaga vahe",308.5197,258.0516,331.8518
"324","Naine",61,"50+","Jah","Pohi",NA,"Jah","Hoivatud","Rahuldav","Kesk","Keskmine",151.004,"Uldse mitte",215.2236,239.7805,NA
"325","Mees",57,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Pohi","Madal",NA,"Moningal maaral",288.8561,308.5966,NA
"326","Mees",48,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Vaga suurel maaral",273.1827,297.2748,262.7935
